id_sp,kab_kota_pt,provinsi_pt,akreditasi,nama_singkat,status_pt,nama_pt,jenis_pt,jumlah_prodi,range_biaya_kuliah
WG6XRZ6m99_NMo7rRhgh-Rk_IIdjlr4TfudnRyJ2eFCJxyeIKdiFMVf9PVD_sKU1oZR5pw==,Kota Bekasi,Prov. Jawa Barat,,,Tutup,Politeknik Mitra Kusuma,Swasta,3,
3JgFt1WFxuf1lKTztLmF7NfcYuVp5R1IC08i-8e33oTdgdZjjkA_WQ7jRBIGZ4LMmPeu9w==,Kota Tegal,Prov. Jawa Tengah,Baik,Politeknik STiBISNIS,Aktif,Politeknik Stibisnis,Swasta,5,
yBy2qnzoOhGslRij10bvXXZ4WMdDd7aEx1qW7SDiF0ka0zj4pfwbNC-8uSTs_Tddbq-ZAA==,Kab. Malang,Prov. Jawa Timur,,,Aktif,Sekolah Tinggi Teologi Tabernakel Lawang,Agama,4,
CxKndB77pa_6S34SbievyvRuKryodX_JxDUFSivpzSZxDrvrJbzkQr-J6F9S1TufHh0Giw==,Kota Tegal,Prov. Jawa Tengah,Baik,AKUBISA,Aktif,Akademi Akuntansi Bima Sakapenta ,Swasta,1,2.450 - 2.450.000
jBZpP4x0WqAPd4p0NvK2txtI6FVHYMbBnOHmk1lPoCm7x54W4D_QtVQ3X12MHz7LgQsh3g==,Kab. Tasikmalaya,Prov. Jawa Barat,,STIE Cipasung,Alih Bentuk,Sekolah Tinggi Ilmu Ekonomi Cipasung,Swasta,2,
wIhrWcQ65UggAjp4ZwpVh_m2X-8FCiCvV-hyzM3pddZadJ7GpajIXJ9WTkf178Qm2Rzpng==,Kota Palembang,Prov. Sumatera Selatan,Baik,STIKES BMS,Aktif,Sekolah Tinggi llmu Kesehatan Budi Mulia Sriwijaya,Swasta,3,5.500.000 - 55.500.000
x4cy5v02lFDhHAu72Yr-poouHSTRsu548OEskc_bm_T_vEejh4dagZAkT85oLyF0BXbysQ==,Kota Bandung,Prov. Jawa Barat,Baik Sekali,UM Bandung,Aktif,Universitas Muhammadiyah Bandung,Swasta,18,
fyU9wfOuWEyn9WV-D96ycBA4u_tbqc-yfE4NgvHQ4tlUaxKTnfcbBfIii8ZViGETHEZ7Jw==,Kab. Manokwari,Prov. Papua Barat,,,Aktif,Sekolah Tinggi Ilmu Hukum Caritas Papua,Swasta,1,3.500.000 - 3.500.000
Ey2ekLqaEsJ-VsbGHjRcqNInPQifzipvVB1j-ObYcHC-Dd-dvVDQy6BOqbSE_HyCfHrKcw==,Kab. Pemalang,Prov. Jawa Tengah,,,Tutup,Akademi Pertanian Muhammadiyah Pemalang,Swasta,1,
Y779xWyHi9CHBb0AHEctylGLQhMtdMRcnI320KFMQE-9efNAoZSgC8ws0CojkQwAabEEBQ==,Kota Cirebon,Prov. Jawa Barat,Baik,Poltekes BPH Cirebon,Aktif,Politeknik Kesehatan Bhakti Pertiwi Husada,Swasta,8,
F5njOTgwiDIJVj4pOAd0CXvAcyFY7gFmINy8DVYoXFF-zrG61SJSg2l6ONGXZlobKRNBAQ==,Kab. Mamuju,Prov. Sulawesi Barat,,,Alih Kelola,Akademi Keperawatan Putra Pertiwi,Swasta,1,
MoSK7CKcsUrEJFPiCmzTHIMgldoakNefL27hOq-Z9b6rJWQE-ROdBH61XkANOH1_eeDuqQ==,Kab. Sleman,Prov. D.I. Yogyakarta,Baik,AKRB,Aktif,Akademi Komunikasi Radya Binatama,Swasta,1,4.000.000 - 4.000.000
HfZ3DAdWxddQ8k162txC0g1u7ZzIgd_Xc55kDzkxVGhT6spvKnswxF3P4VrKJiZsrU6Jgw==,Kota Jakarta Pusat,Prov. D.K.I. Jakarta,,UNIJI,Aktif,Universitas Jakarta Internasional,Swasta,7,
jqdQlBQ5iwOLRMpiiwfKIopyTWheOsLYK6SsaGuxCrQYxQu8FX1vCpYezFQ8vFwkEwO8dg==,Kab. Pangkajene Kepulauan,Prov. Sulawesi Selatan,,AKBID AISYAH PANGKEP,Aktif,Akademi Kebidanan Aisyah Kabupaten Pangkep,Swasta,1,2.500.000 - 2.500.000
HVNGwAii9onqfqWYUja3oIKBTL_rPuKT_NU0oPHK2wwv-ehfSOMcxjv00M3zfWg1QxwIOA==,Kota Pematang Siantar,Prov. Sumatera Utara,Baik,,Aktif,Sekolah Tinggi Filsafat Theologia Surya Nusantara,Swasta,2,4.500.000 - 4.500.000
VyLTNxDxA85GKl9q-N7aQ6a5g2UwhGvUO6ef-5ukU6_eqj0oz1zdIhqYKNvvLYfDom4lXg==,Kota Banjarmasin,Prov. Kalimantan Selatan,,STIKES Sari Mulia,Alih Bentuk,STIKES Sari Mulia,Swasta,4,
U4uCWRrkyr-oDNxQtLdAvEWf4XKMwebQnPGtw5OjSi_guJd5PUEkQn1YOyGIBRbjv1WWVA==,Kota Sorong,Prov. Papua Barat,Baik,UKiP,Aktif,Universitas Kristen Papua,Swasta,15,125.000 - 4.250.000
B-8-UeXfvT644AiBYlcuCXYmv_p_ZESu5dOOLKjEf6xPtt2ai922ABIgQqfCKEJDjQabXQ==,Kab. Timor Tengah Utara,Prov. Nusa Tenggara Timur,Baik,STKIP SURYA KASIH,Aktif,Sekolah Tinggi Keguruan dan Ilmu Pendidikan Surya Kasih,Swasta,1,
0mAhonR3-3gCSoAvd_HPJqkDHNSgRghrUBrdwZx491QuI-rrpE7bmCJJe8TnCOOuF9N_gw==,Kota Banjarmasin,Prov. Kalimantan Selatan,Baik,UNISM,Aktif,Universitas Sari Mulia,Swasta,16,650.000 - 4.750.000
aILwhAlP11BlK6IS8p9-9G8O2vbb2nYL5iW-Jof3FtA1R3V0-MIFWOz9jCfkBb7wFY220A==,Kota Pekanbaru,Prov. Riau,Baik,STTP,Aktif,Sekolah Tinggi Teknologi Pekanbaru,Swasta,7,3.500.000 - 3.500.000
4uTokiwHBzRyKjuJgdQl7jDdloTaVFz675SiVy9rpojJoAjnLK1kZVSf71QxuhQu7EMBOg==,Kota Samarinda,Prov. Kalimantan Timur,,,Tutup,Politeknik Bisnis Lamda,Swasta,4,
P5LsF0wc_oqGRvVZgHB_d8iVyK5DUgGueqFs_AAc3Z-kMyfjVIylv8XkkNbFxrrMR5tPJQ==,Kota Palembang,Prov. Sumatera Selatan,,THB,Aktif,Akademi Kebidanan Tunas Harapan Bangsa,Swasta,1,
9mtVR2Aieqv3I1VF1E281LDNQ-TVHNOlEckRFBinKr6Qg6rAyh4qWdCsGZOHiZYVTogZ2A==,Kab. Pangandaran,Prov. Jawa Barat,Baik,,Aktif,Sekolah Tinggi Ilmu Tarbiyah Nahdlatul Ulama (STITNU) Al-Farabi Pangandaran,Agama,2,
UsRsfL9SQ7BV459TTXvLVS4caC1_LST4N03Dw5sJuYy0S-PqbySHcDyfSlAYRqRDcGP4sA==,Kota Makassar,Prov. Sulawesi Selatan,Baik,UNIMERZ,Aktif,Universitas Megarezky,Swasta,33,100.000 - 35.500.000
JNnWIpH0791VPNXkKgI9DZjugPgz2lOaP-fjOov0NKGxNV2gDmVpbor5sP2eUlZSOubZrQ==,Kab. Maluku Tengah,Prov. Maluku,,STTII AMBON,Aktif,Sekolah Tinggi Teologi Injili Indonesia Ambon,Agama,2,
AiC7fybQyPmlkttW6eryywdbLMN7r2Av5NYir-nnUrgJz-dGW6U6l7SxPZgOU5S15vmpmw==,Kota Jakarta Pusat,Prov. D.K.I. Jakarta,B,YPS,Aktif,Universitas Bung Karno,Swasta,16,
Ib_5OszzDvQ2-Frh0Xl7SfuIDolVN1okzcSUdMrTT6YkjSkqtUYEz_iv2G8JUG3ZjU-CdA==,Kab. Kediri,Prov. Jawa Timur,,STIS Faqih Asy'ari,Alih Bentuk,STIS Faqih Asy`ari,Agama,6,
C3FaqEKIdRDgVb8AlZfPAQ0ri_d9JJsJ1zgN37MjX86jnzPo_MX4ELZ743unWBm7wyKurQ==,Kab. Lingga,Prov. Kepulauan Riau,,,Aktif,Politeknik Lingga,Swasta,3,2.500.000 - 2.500.000
4RVWP3CT_jbRf-2--TJ5PRzm1b8bR60AEYg_1-liVqVNvvJc_ijS018BB9ayEfFVZ750xw==,Kab. Majalengka,Prov. Jawa Barat,Baik,Universitas YPIB,Aktif,Universitas Yayasan Pendidikan Imam Bonjol Majalengka,Swasta,11,5.000.000 - 5.000.000
qH-2PNUg8Cg-RaMp8VsLK-3sXbGiYpDUTGjrdUjUdrrwZmeXH8AR97tgUplsqSA5x_ch_w==,Kota Padang Sidempuan,Prov. Sumatera Utara,,,Aktif,STIKES Darmais Padangsidimpuan,Swasta,3,3.000.000 - 3.000.000
8wTkA_Ns45bFxGJuViFh5BSiZbYbwH7XX5wtDy4BJ-COjcyPsr-Q_TjS6i4bizwo9jD4RA==,Kab. Hulu Sungai Utara,Prov. Kalimantan Selatan,Baik,STIA AMUNTAI,Aktif,Sekolah Tinggi Ilmu Administrasi Amuntai,Swasta,4,1.800.000 - 3.625.000
HP_ui0hN0ZwOWnf0SaJCXW3p6ZOJuMZYkJpvMdDLfDs108SjS4DLnd9M5Yb_y0DqeLYBBA==,Kota Malang,Prov. Jawa Timur,Baik,STIE PEMNAS INDO MLG,Aktif,Sekolah Tinggi Ilmu Ekonomi Pemnas Indonesia,Swasta,2,
iAIpRvj6HPJkdpTHiu67529gAIGDAyUz4xDgHDi5ttlnXD-WYPvx0Wfx89rA4TLR0PHbZg==,Kota Semarang,Prov. Jawa Tengah,Unggul,PIP Semarang,Aktif,Politeknik Ilmu Pelayaran Semarang ,Kedinasan,3,
lloepYTLCKt73J4k1cPXeM7u9LQqLHDC3IIGzYaKe3JYZl6-_bJ4IVt0mbE3DY5UnocJlw==,Kota Kendari,Prov. Sulawesi Tenggara,B,,Aktif,IAIN Kendari,Agama,26,
1JgsdqFmVu8CibkvTH1UquhFvsep2UE243u6HpAfMMaOfGnLsQak1qcdEJQpj7N2SzA8dQ==,Kota Jakarta Selatan,Prov. D.K.I. Jakarta,,APPI,Alih Bentuk,Akademi Pariwisata Patria Indonesia,Swasta,1,
XZFmhhLabv8eQzqPpp5PE7-yRt0enOtgq6VPEtb1UOmMKCz0kefqjKkViG9DOEl6V8B-4A==,Kota Surabaya,Prov. Jawa Timur,,STAS,Aktif,Sekolah Tinggi Alkitab Surabaya,Agama,2,300.000 - 1.100.000
bnPTRkISixFA_n6pgRVG3iAUCQ4gEZHN7EmMTYYpEGs22nn1aQbUP-cI5FphJLD47gLkKA==,Kota Dumai,Prov. Riau,,,Aktif,Akademi Akuntansi Riau ,Swasta,2,
DZycrRjuBdncK0yIDnakCz9ivuxMV-q8HfqZ6dE57XtyPS7GHDC0OhU3GI8_dHKIk4HFmQ==,Kota Bekasi,Prov. Jawa Barat,,UIM,Alih Bentuk,Universitas Indonesia Mandiri,Swasta,9,2.400.000 - 4.500.000
FjhE4Gt2M6h5IdTQPvCBBGJjVkAUGjzw-SLKrhXZd0eYPNfFQiB_37klJAIprHaaTIio2Q==,Kota Tangerang,Prov. Banten,,STMIK GLOBAL,Alih Bentuk,STMIK Bina Sarana Global,Swasta,3,
mCfVt4NIZrMBJnCghvh0gpb7cUcq5pf1kgvfu_8ZAzgnkOZC1QYSGtkv7sJ7ZvlshzuAAQ==,Kota Jakarta Barat,Prov. D.K.I. Jakarta,Unggul,UKRIDA,Aktif,Universitas Kristen Krida Wacana,Swasta,17,28.000.000 - 28.000.000
wDnVrKXoxz6cOxJlaeZuRJl6sGCwCh5Wdv51J6vgjfltDp9pX14tSmS336j9j-FEV_w6UA==,Kota Pematang Siantar,Prov. Sumatera Utara,,,Tutup,Akademi Kebidanan Henderson,Swasta,1,
WLM4iaDNv86-WRp-TwWeZR2nk-mnIfOtV9W0D_yXT29aFyAiQsiO13u8WErulzUoCTwuQw==,Kab. Pinrang,Prov. Sulawesi Selatan,,AK DENA,Aktif,Akademi Komunitas Dewinatalia,Swasta,2,
FfxGET-O28ERh_Enx6coW_xCawlusWKTRqZsJmY4b5tqyasjdFSAtEVTG8eEMzapD3bR4A==,Kab. Malang,Prov. Jawa Timur,,,Aktif,Sekolah Tinggi Teologi Yestoya Malang,Agama,3,
Bmgy4R5RMo3b-VSbjZgGMbE1GVimewpiJMfvOUvCb6V_baIdgorCC-jAeCJ8lNpWXfWaJQ==,Tidak Diisi,Prov. Jawa Tengah,Baik,STTII Purwokerto,Aktif,Sekolah Tinggi Teologi Injili Indonesia Purwokerto,Agama,1,
idgxgB44TQHRXKiRXNV123QmjhnUmA1_vIGVe85BFvkGlk7vEHm3sRurD8VTsrq0Q_HM6A==,Kab. Kapuas,Prov. Kalimantan Tengah,Baik,STAI KUALA KAPUAS,Aktif,"STAI Kuala Kapuas, Kalimantan Tengah",Agama,1,
L1Sju-kIdz7Ce49Ef4YrkNKeQnP4wOvnOsAnTSFhTWs0Fyc0lIOX5mF3_tzWRSDv3da2jQ==,Kota Jakarta Pusat,Prov. D.K.I. Jakarta,Baik,AKG Ditkesad,Aktif,Akademi Kesehatan Gigi Ditkesad Jakarta,Swasta,1,
W0eDEQK_y4PTcRPQFymtv1zMTBBn07DBKU2yUDnLARMjMLRPEhIaDHlE-5KrznSN5WUMEA==,Kota Bandung,Prov. Jawa Barat,,ASM Kencana Bandung,Aktif,Akademi Sekretaris Dan Manajemen Kencana Bandung,Swasta,3,4.000.000 - 4.000.000
NnOInY4mYDpwkEyzZxsL8GfTTW32BpsVB1YSxScNEibqli1DzIDx9SOFPxpj34sVgnFF7A==,Kab. Bekasi,Prov. Jawa Barat,,,Tutup,Sekolah Tinggi Teknik Cikarang,Swasta,2,
zghjMLnJALBYLgCx2QLdt2G3mM2gV1-3sbKeZGH1lyX8FM1pxoFjV-qdSrdex9d1PxA31Q==,Kab. Tapanuli Utara,Prov. Sumatera Utara,Baik,IAKN Tarutung,Aktif,Institut Agama Kristen Negeri Tarutung,Agama,17,800.000 - 6.000.000
gJfuwlafxD4zxIyHoZDSaV4wjhAeApC4Cz9bPnVSa7szfmrnJhezmQgIsXRSVtZvinuvMA==,Kab. Karawang,Prov. Jawa Barat,Baik,STMIK HORIZON,Alih Bentuk,Sekolah Tinggi Manajemen Informatika dan Komputer Horizon Karawang,Swasta,4,
xNu8SkigSPpvXNr2dli707TewFWxxLuwCPWsdicXJRdXVY0nbSSowxb6aE3x8cdoWnzvdw==,Kab. Tabanan,Prov. Bali,Baik,STISIP Margarana,Aktif,STISIP Margarana,Swasta,2,4.250.000 - 4.250.000
kJ7DyKKZZN1sht1_Hl2wWoQkozN7xXVGkkacc-JYotkYyqcWUzABVrEzZKgAQGbXWIutmQ==,Kota Cilegon,Prov. Banten,Baik,POLKA,Aktif,Politeknik Krakatau,Swasta,9,500.000 - 5.580.000
qIdi28JLdOyWFS8fVahlxIGZ_CIcpEP3zNg4_Wdgj8SSkgJtcsY8g5i8UkhLASAfZDv_Vg==,Kota Tomohon,Prov. Sulawesi Utara,Baik,UKIT,Aktif,Universitas Kristen Indonesia Tomohon,Swasta,17,2.400.000 - 5.000.000
NXNXVLBaGqCDkXjq_rdOfNPBI03EDpTwvaOjgsJ-z5R_BWP8Jw8gU-r8wr0PP64FqcgwYA==,Kab. Tulungagung,Prov. Jawa Timur,,STKIP PGRI TA,Aktif,STKIP PGRI Tulungagung,Swasta,13,
s3ow3WDGFCCoOF0XYij3-ecXnEPeAAPN-tLjxYD5PZXLQqn7E4JJTiKMFH7V5y6Kn_hA-Q==,Kab. Dompu,Prov. Nusa Tenggara Barat,Baik Sekali,STKIP YAPIS DOMPU,Aktif,STKIP Yapis Dompu,Swasta,6,
h5gCnZi-fp-ku3zHTAN2fTU_qFj1trRb83k_IoBUafZjDtgOu1581r-exEwmGETEspLRyA==,Kota Jakarta Pusat,Prov. D.K.I. Jakarta,,,Alih Bentuk,STAI Nahdlatul Ulama (STAINU) Jakarta,Agama,9,
bVf_u5RlKdL2VgsRQm3PiNWr610pzIzjV5wGirapru3gj_qy0bTVxSgZAfXldV1kLdpJJQ==,Kab. Tapin,Prov. Kalimantan Selatan,,STITAT,Aktif,Sekolah Tinggi Ilmu Tarbiyah Assunniyah Tambarangan Rantau Tapin,Agama,2,
oAt-jlo_AxJ87XdSw1F3icBHw8zX0bv5NLSKf0fXHm4cIWvxj7zEMm5iNfUs1v1XpMuOvA==,Kota Semarang,Prov. Jawa Tengah,,ATS,Alih Bentuk,Akademi Teknologi Semarang,Swasta,3,
IHroYWl8C8ObWl_Y9DEdaAskAt92q1ak3CbjNEG85huzccOkizyGt-So5NyL3TOzibcLiA==,Kab. Tangerang,Prov. Banten,Baik,STIT Isvill,Alih Bentuk,STIT Islamic Village Tangerang Banten,Agama,3,
PUc_fM0DQLQ7ECBIzUSRXe5e1PQKkH9xKrMHmtxzVIXLmX7kxsOoxldbS5SrCYohFNSf1A==,Kota Bitung,Prov. Sulawesi Utara,Baik Sekali,,Aktif,Politeknik Kelautan dan Perikanan Bitung,Kedinasan,3,
RJB64aV1-uAlS3MHC1xwlfdBQUNuojzaAPrMfZgF0TYXBDqyWNrTOA7HDtBIV_VT3Y5sOQ==,Kab. Sleman,Prov. D.I. Yogyakarta,Unggul,UIN SUKA,Aktif,Universitas Islam Negeri Sunan Kalijaga,Agama,73,1 - 15.000.000
mnxkb9dNhbNsWJYXFHXMIbA11FjiCDL7xuOK4mStQ_bounfLIrxPnGA3D41AejryL6ct0g==,Kab. Bangka,Prov. Bangka Belitung,Baik,Polmanbabel,Aktif,Politeknik Manufaktur Negeri Bangka Belitung,Negeri,11,500.000 - 6.000.000
WvwYuG9pLHTaU4I6VLJz_4YfWF6pXLNuNJAMhv_8kjyTYnIYTCNXGCKRscCFYE5Jzkj-BA==,Kota Yogyakarta,Prov. D.I. Yogyakarta,Baik Sekali,IST AKPRIND,Alih Bentuk,Institut Sains Dan Teknologi Akprind,Swasta,21,
o-Zx2B4n9rbqrvSQOE2FI-EaSHdn1dHsTZKcqotIrz6p5RXmMz9aMCSoRgz6yN0MS3R4Ng==,Kota Palu,Prov. Sulawesi Tengah,,AKPER BK PALU,Alih Bentuk,Akademi Keperawatan Bala Keselamatan,Swasta,1,
-qhw_5YBMguvJzPPcvFuq59GNOZTGrnE-M-hNaznqeEF11v71ruFvpU4uUS3qgarzPljoQ==,Kota Jakarta Selatan,Prov. D.K.I. Jakarta,Baik,STP AVIASI,Aktif,Sekolah Tinggi Penerbangan Aviasi,Swasta,2,1.295.000 - 5.650.000
rtwaIXDcrDjeFW8dY3D7w-ojliZv2rsvoG0AkCqK1cQ2nP1FASIZCkEdhRaRiCEBaIOLKw==,Kota Langsa,Prov. Aceh,,,Alih Bentuk,STIKES Cut Nyak Dhien Langsa,Swasta,4,
ysjLRVTbJjZScLn5hHpEL--FLxXFuDlKsgXZ0BJTfMTUX7M2E-EK0EBnzITe3DUkYWpypg==,Tidak Diisi,Prov. D.I. Yogyakarta,,,Tutup,STMIK Proactive,Swasta,2,
LQc4uJFcAvel0Ht2FrEeCRNv3KADITBaSvbph8XImh3MMtIrVb8hRcUkBFBSQWUmiGmxdw==,Kota Bandar Lampung,Prov. Lampung,,,Alih Bentuk,Akademi Perpajakan Tridarma,Swasta,1,
NCRSP4EEMNBFBnzJdMLdW-Z-m2-s-A0VEiKOEC83i3gN4vVlWq7WKLGIglbEbsgkhoHxGg==,Kota Banda Aceh,Prov. Aceh,,,Aktif,Akademik Teknik Otomotif Banda Aceh,Swasta,1,
PDW2NvDpKtF38LxETlmBzaG9VO2AsMKKiXOiV4mZpqloHMC6CdSJjmtvB0EyvoDSdqE2cg==,Kab. Kota Baru,Prov. Kalimantan Selatan,Baik,POLITEKNIK KOTABARU,Aktif,Politeknik Kotabaru,Swasta,4,2.400.000 - 6.500.000
-w8COh8eI88-fWyd1mAAKJHufH9FHV5DBs_OGlyRWbemojRi8ue9sGEbJtQOU_GBN0-uLg==,Kab. Deli Serdang,Prov. Sumatera Utara,Baik,,Aktif,Politeknik Wilmar Bisnis Indonesia,Swasta,6,1 - 2.147.483.647
uRZGjZ1kcYIDwm-HfTML9-K9sl7TOjRQk_RZLizmiTovtR05cbvp2h9lhkKEgyxxRWVVeA==,Kota Baubau,Prov. Sulawesi Tenggara,,STIS SAW,Aktif,Sekolah Tinggi Ilmu Syariah al-Syaikh Abdul Wahid Bau-Bau,Agama,2,
CA6yreCGupn9he2-3iTDtyLz6CkgAKkk9hrwJryIuGObtIKtN1z0gwDV-lrFpE7VMuoAZQ==,Kota Bandar Lampung,Prov. Lampung,,STIE Mitra Lampung,Alih Bentuk,Sekolah Tinggi Ilmu Ekonomi Mitra Lampung,Swasta,2,
e3k_S6lNVmWlkFmA0ELzbfNRDl0AFxg4OSWChjdBXYW5iOoyShT1boEp7Qh-GDfojWF_4g==,Kota. Kotamobagu,Prov. Sulawesi Utara,Baik,IAI Kotamobagu,Aktif,Institut Agama Islam Kotamobagu,Agama,6,1.500 - 1.500.000
X8iCkbMFCYIuSe6KvnOEFgCNicZeNQpyLgJ8_AMRf2dl3V4l3-mKtlXwlZgJxe5qMozeTg==,Kab. Sukoharjo,Prov. Jawa Tengah,Baik,STIE STEKOM,Aktif,Sekolah Tinggi Ilmu Ekonomi Studi Ekonomi Modern,Swasta,2,75.000 - 7.500.000
ap7QSTcjblAGy872_FjsED7jfHEoci2FtVGcokFgsL30V4aUh2G3qrzh30NQ6cBJecPxLA==,Kab. Banjarnegara,Prov. Jawa Tengah,,STAI Tangho,Aktif,Sekolah Tinggi Agama Islam Tanbihul Ghofilin Banjarnegara,Agama,1,
DFQG22gNwvWrhzeip8KNh_igb8l2njD-q8kJi-9QEep8X54Or9fl066F4jdAwiSaL61K1Q==,Kota Jakarta Timur,Prov. D.K.I. Jakarta,,,Alih Bentuk,STIMIK Supra,Swasta,2,
U524JemygW_YC23-P9KoQSPDXZdekGYaDtLqkeey0qqiLeLx3sLrdB2u5oOOXsUqCi_Wbw==,Kab. Pati,Prov. Jawa Tengah,,AKBID DD,Alih Bentuk,Akademi Kebidanan Duta Dharma Pati,Swasta,1,
M2uZwH8mqt62q9d1Zhu-H5p4Jlv4fttVbjzKgF6MzRfP_M2aP8YQRwTz28_ZgA1PTqmWDA==,Kab. Kotawaringin Timur,Prov. Kalimantan Tengah,Baik,UMSA,Aktif,Universitas Muhammadiyah Sampit,Swasta,8,4.000.000 - 4.000.000
lUfpG1HoBMxArnp5Wgxwwq-yF6Cg4C4frw-iOZs9z28zuZHr-dXvqYlYc4Eq91AIGRcZXA==,Kota Lhokseumawe,Prov. Aceh,,STAINMAL,Aktif,STAIN Malikussaleh ,Agama,17,
v9b_jLuO8jXxCiKiVUzHzta2zLh17bhdQ7cvp8P1aAN7zdilkDoGJ9lRnhQs_J-7HgmeoA==,Kota Jakarta Selatan,Prov. D.K.I. Jakarta,Baik,STIKes Tarumanagara,Alih Bentuk,Sekolah Tinggi Ilmu Kesehatan Tarumanagara,Swasta,5,
xr9Qec04RNOr8nfctjA-d7vq9gEppFnbEJvqJlt5Euf7AczO0kntAhApGthJwtgRJ-zRXw==,Kab. Gresik,Prov. Jawa Timur,Baik,AAK DHG,Aktif,Akademi Analis Kesehatan Delima Husada Gresik,Swasta,2,3.147.500 - 6.295.000
Y3dhEC2BsEWIWqHEf0esODZCalyZzT1PWkdupRyDZ5r4jNDlOvw7TVu9Z3NCF6tRcycq_Q==,Kota Batam,Prov. Kepulauan Riau,,ST3B,Aktif,Sekolah Tinggi Teologi Tabgha Batam,Agama,2,
VBtowHjXISmVuFdnhr9a4hhggTIKBC9I4x6o1A0a46T-EaX_aByH6-2QB9wK6Ewql570QQ==,Kab. Bulungan,Prov. Kalimantan Utara,Baik,UNIKALTAR,Aktif,Universitas Kaltara,Swasta,12,2.400.000 - 5.750.000
4xsz68cugJMIDuaNLpjQRBNMb7sJIiOVk_JVu6tPjLvTmLmJ7uRSMIyIzLyg0El9Ejb5AA==,Kota Makassar,Prov. Sulawesi Selatan,Baik,STIKMA,Aktif,STIKES Amanah Makassar,Swasta,5,
1dXOg5hB84gaJuoHkU0t7MQ6Pi8oTe7yqpEUPln0qgsPd4jZ2FIBML55Ch4HXH-bLOtD_w==,Kota Malang,Prov. Jawa Timur,Baik,STTAR,Aktif,Sekolah Tinggi Teknik Atlas Nusantara,Swasta,2,
j5H2no-_4QtTWrPgocYm_nGf7j3KPrQX7VTZCOrbRwE2zYosDQm7I4gWnWzhVDXJlYIbAw==,Kota Malang,Prov. Jawa Timur,Baik,APARTEL GANESHA,Aktif,Akademi Pariwisata Dan Perhotelan Ganesha,Swasta,2,
XXO9E-z65-mk8jKQ71zViRJGGbNn-luSu3uvk7pcVuOYVOuiE6_D70fvrD-8-xJIbwM7Cw==,Kota Banda Aceh,Prov. Aceh,,AKBID Muhammadiyah B,Alih Bentuk,Akademi Kebidanan Muhammadiyah Banda Aceh,Swasta,2,
Ywnl6H8KTdG3l7G-pwb_gR-f76CGw7okS2_YizxPYae-P0xnioYR0XDBNXIDOZerJPJOeQ==,Kab. Asahan,Prov. Sumatera Utara,B,Universitas Asahan,Aktif,Universitas Asahan,Swasta,15,
Jlqq5dzwhPsmUEbCyBa2xnrZbJGkUL06ssh21Ps7dgHtQHWuQ94YsGOKZ0ckZOBuQf3mRg==,Kab. Mojokerto,Prov. Jawa Timur,Baik,,Aktif,Universitas Bina Sehat PPNI Mojokerto,Swasta,10,3.000.000 - 55.000.000
Ic-67n1VsxEcRe8bu6WrtABFZOEPZE6US-GmH3Gd5-yM2xP0xfc7XK1CVUPj9AnQd6wPpA==,Kota Bogor,Prov. Jawa Barat,Baik Sekali,STPB,Aktif,Sekolah Tinggi Pariwisata Bogor,Swasta,4,1.500.000 - 10.250.000
mO3B-o5BpCYHvUCjZTY8PrXzdJG41HNdnXqiM1oPP3MtzQVxEILeqLloYsGEMzexzV5tiA==,Kota Jambi,Prov. Jambi,,AKFAR PROVINSI JAMBI,Alih Bentuk,Akademi Farmasi Propinsi Jambi,Kedinasan,1,
y1OVvK7obrf-g3o_ehiDzVJl87-8XmoBZkfpwhhRpyAWAmGKhMoA3XkBj7sjpJwiqkoY-A==,Kab. Jombang,Prov. Jawa Timur,,IKAHA,Alih Bentuk,Institut KeIslaman Hasyim As`ari (IKAHA) Tebuireng Jombang,Agama,9,
Jcij2G3eLzkza0FICHP5fn-omMWaJnwq59FNYbS866kf98LQMorhXnaAl6X1yzpKIa3Mag==,Kota Malang,Prov. Jawa Timur,Baik,,Aktif,Sekolah Tinggi Ilmu Kesehatan Kendedes,Swasta,6,1.100.000 - 20.000.000
eVEnGSEMg9vPmk3nqQ8Z_O6XCixc50r-YKI-wboGOs71NBtAFURq7_gRcUGyOPaV1xssjg==,Kota Palopo,Prov. Sulawesi Selatan,,,Alih Bentuk,STKIP Muhammadiyah Palopo,Swasta,4,
yRhgf03LeiJimxnGFYET7mRNJmdghqDsDsnRBc0fn8Q-WDPVHVXNTwMoEwjXeqqw56DUQA==,Kota Padang,Prov. Sumatera Barat,,,Tutup,Akademi Ilmu Komunikasi Padang,Swasta,2,
-meW2noZqPeuZROXpJSOuIMLMDR0uX9wWgKdAKOUTG7bARph2CK0qTjmEqrPc_X5A1zuXA==,Kab. Aceh Tenggara,Prov. Aceh,,Akademi Kebidanan Me,Pembinaan,Akademi Kebidanan Medica Alas Leuser,Swasta,1,
rTVStzWP6QPRQPvj91QrL8wg1n_RfNfvXyy3gMUG8zZfQu-i_j01shPHxAAcgCMyil1WQA==,Kab. Mandailing Natal,Prov. Sumatera Utara,,akbid armina centre ,Aktif,Akademik Kebidanan Armina Centre Panyabungan,Swasta,1,1.300.000 - 3.000.000
