id_sp,kab_kota_pt,provinsi_pt,akreditasi,nama_singkat,status_pt,nama_pt,jenis_pt,jumlah_prodi,range_biaya_kuliah
wEMyUdM3gQ9KWCriwJGcx2rxD7JozeY36VHZ0A8J9_lY9IrhukAyKSANtwCyTuArergHbA==,Kab. Pasuruan,Prov. Jawa Timur,Baik,ITB YADIKA PASURUAN,Aktif,Institut Teknologi dan Bisnis Yadika Pasuruan,Swasta,6,1.300.000 - 4.965.000
ucjnh0rXY-_AvPhZQVeLcyfVq_JxMAmkjVBpCyDe7_gvHogedpu8poelgZOaP3o-h-G9DA==,Kota Yogyakarta,Prov. D.I. Yogyakarta,Baik,"AKFIS ""YAB"" ",Aktif,Akademi Fisioterapi YAB Yogyakarta,Swasta,1,5.140.000 - 6.150.000
okgoUtn_p6GPq0EEVZdupF-Vud-oOY2abn889P7zCy5hEzs2b5nhwFtmSia5rjVnKU1FNg==,Kab. Padang Lawas utara,Prov. Sumatera Utara,Baik,STIKes Paluta,Aktif,Sekolah Tinggi Ilmu Kesehatan Paluta Husada,Swasta,4,2.400.000 - 2.400.000
2yzUWxNgAjL60WZOT7DvyWz1K-VEXVFoV-dYsoXvfU1tsMLqLlRKXWTryDBFoQ7qqNqGtg==,Kab. Sorong,Prov. Papua Barat,,,Aktif,Sekolah Tinggi Agama Kristen Diaspora Sorong,Agama,2,
DdMMn_9t8ATDCnhvJh3P_P44EDh_kW-9d5lnTu_YPtJErrtvAKRRaBwMLE0_7kTpMAIcOw==,Kab. Bogor,Prov. Jawa Barat,Baik,STAI NIDA EL-ADABI,Aktif,STAI Nida El Adabi Parung Panjang Bogor,Agama,5,1.500.000 - 1.500.000
idFHw-TaaxyWEjcxB3bUVRQ23EabJPcPQ0FAmDRztG8QJrLFTyUm5IUg5fkQsLUDxy1v6g==,Kota Samarinda,Prov. Kalimantan Timur,,,Alih Bentuk,Akademi Kesehatan Lingkungan MuhammadiyahSamarinda,Swasta,1,
zC9XXhjQ1yvfb9sOpJ_KaouVfkF3H4f5cOh7DdVqvkGnACAdKEpWzxv8dkBdda3XsWpR4Q==,Kab. Kuburaya,Prov. Kalimantan Barat,,STIK Muh Ptk,Alih Bentuk,STIK Muhammadiyah Pontianak,Swasta,4,
lWMuiQI6rZEpZPzEUhLKdFusrD4nGxcy5fkBNavbzx3O3NsvbdqRH34TPXblR5VsUdA1vQ==,Kab. Sumbawa,Prov. Nusa Tenggara Barat,Baik Sekali,UTS,Aktif,Universitas Teknologi Sumbawa,Swasta,35,
EewhQev_G5lISAo5JPlhf_PDnQKoaFb6DEg0NwCkVOj3CFJRyFXLDg_BQ5h3qZQTx_kKQA==,Kota Pasuruan,Prov. Jawa Timur,Baik,STIT PGRI PASURUAN,Alih Bentuk,STIT PGRI Pasuruan,Agama,1,
FQkE7ddczF2AGBpdncNMcUeUplVHPr7dEZWlcXIZNjRYn6KfnS_V-gw9QbaVywsIQmJ4bQ==,Kota Padang,Prov. Sumatera Barat,B,Polkespad,Aktif,Poltekkes Kemenkes Padang,Kedinasan,13,350.000 - 3.900.000
cov7lU0MrHkfTNXCidEc8MP3M0rgOLXRaG_L9t5IS-8itsGyWPKG0I-sxB0UXvhfJVg5WA==,Kota Yogyakarta,Prov. D.I. Yogyakarta,Baik,akphrasta,Aktif,Akademi Pariwisata Indraphrasta,Swasta,1,
to4RE-Y1Cb0u25haH-0XbwBj4zkM_xQe-Wcf0y4FqrD1kqUPcgD8GviljIlPnhs2MEYeig==,Kab. Bogor,Prov. Jawa Barat,,,Aktif,Akademi Pariwisata Tunas Nusantara Mandiri,Swasta,1,
pYuZqoysO2GOvumgF3f0V_CRF4gpkK7ScJkMddaTokOhD51mJR7hGnQDjgxtREDXESm-tw==,Kab. Kolaka,Prov. Sulawesi Tenggara,,STT Mekongga,Alih Bentuk,Sekolah Tinggi Teknologi Mekongga,Swasta,2,
XbaUmAFyhz1zZOzBcnxOWFA6tTNfsJu4-BxH3Vn9RIuM_la6ckYmbxfcEuXGljhCJB_C8Q==,Kota tangerang Selatan,Prov. Banten,,APTI,Aktif,Akademi Perhotelan Tunas Indonesia,Swasta,1,
d67HPntB67TWn7MFS9RGsqsHqMqeOX9cbRp8mgUDT8m2Ae24wAfZxrhHwGgM7SOrtrNsYA==,Kota Jakarta Selatan,Prov. D.K.I. Jakarta,Baik Sekali,SU,Aktif,Universitas Sampoerna,Swasta,16,
r5R254z-JIc1GLbRc9EzGL9D5iGpzk5Jrgv01INsKj0r6Wf1RoYivGGmpO87wjrJsidzHw==,Kab. Pinrang,Prov. Sulawesi Selatan,Baik,STT-B,Aktif,Sekolah Tinggi Teknik Baramuli,Swasta,3,700.000 - 1.500.000
4tUXNlFFuNFN_FYTJTdhIa0U84q2tb8o8_Z17SxOsM6I5x-tSyy9sB7o4dP6ueITK48Caw==,Kota Bekasi,Prov. Jawa Barat,B,STIKes Mika,Aktif,Sekolah Tinggi Ilmu Kesehatan Mitra Keluarga ,Swasta,6,675.000 - 18.450.000
wSjw_RbFHAWjX1fCrbBhHhSYnQg-loG0bVBFlYIUR6w6Qzlu_dynISq6xFyZjK23xwvb8w==,Kota Pare-Pare,Prov. Sulawesi Selatan,,AKPER FATIMA PAREPAR,Alih Bentuk,Akademi Keperawatan Fatima Pare-pare,Swasta,1,
YPi-2Lw8_VYOsAd9HsKViR9Az39U8VQIs_u-x7DgPPr_Z5ez3PNJ06wLHdjSDH61jfpf4A==,Kota Sukabumi,Prov. Jawa Barat,Baik,STAI Syamsul 'Ulum,Aktif,STAI Syamsul Ulum Gunung Puyuh,Agama,6,5.000.000 - 5.000.000
TpLOW2YUgeCMnvO7_LC735_5cnl5gb5KIrvr5xe01k3mEFDLUYC4fw4CfKeQllS0MBYyDw==,Kab. Bogor,Prov. Jawa Barat,Baik,Politeknik SSR,Aktif,Politeknik Sains Seni Rekakreasi,Swasta,3,6.300.000 - 7.300.000
DP_7rmTJ6HxyZev3Jcs6cJdEDshcxxBR2zIhvnhoJqayCOpyPuQhUrsZPcWGSdteSyWCSg==,Kota Yogyakarta,Prov. D.I. Yogyakarta,Baik,STIKOM Yogyakarta,Aktif,Sekolah Tinggi Ilmu Komunikasi Yogyakarta,Swasta,4,
OWjIAZGL2mNqQtLn79Nfbfz-TumYH1s5WMbfYSJ2qaPc2iQ6TlnwOfeTfyEEjExhqUjwcQ==,Kab. Karo,Prov. Sumatera Utara,Baik,UQB,Aktif,Universitas Quality Berastagi,Swasta,12,1 - 5.600.000
w558t8Uzg96Dd_taxfHx_-Jhe37H4YFVGjbGwuflz3CT8ge1aXhP6J1s6t4KrkcPZVaxBg==,Kab. Bengkalis,Prov. Riau,Baik,,Aktif,Institut Teknologi Mitra Gama,Swasta,5,2.400.000 - 2.400.000
eH8UVluH822Ge5YZ6LNyfTs4KxGEhWJ0geAVNnZNsM84F1BeD1ghLP3VWTsNiFBYQIJaRw==,Kota Palu,Prov. Sulawesi Tengah,Baik,AKFAR TADULAKO FARMA,Aktif,Akademi Farmasi Tadulako Farma ,Swasta,1,
OKX1bgXjSBYhzA2nkofFy77asQx508MaRV7K2dye_0ZT9wsjTkiy9uGSZa0ACi0_zROZAA==,Kab. Maros,Prov. Sulawesi Selatan,Baik,STAI DDI Maros,Aktif,"STAI DDI Maros, Sulawesi Selatan",Agama,3,
EgjpDt2PkfOFphYZzrMIWUIgjTBN42jTxN4rHMG7ZObQUFiyT-kBiSU5iorI591XIQQ03w==,Kota Semarang,Prov. Jawa Tengah,,AKPER KESDAM IV/DIP,Alih Bentuk,Akademi Keperawatan Kesdam IV/Diponegoro,Swasta,1,
HqO3Pd-HpM963Rdihn_nqoxzNXSThTarbGpTuou1jA9_MyKVxIcnMAi-MfhgBjkklGgDGQ==,Kota Serang,Prov. Banten,Baik,IAIB SERANG,Aktif,Institut Agama Islam Banten ,Agama,6,300.000 - 3.500.000
uc6TZMFqK9gijRgkxVzd9e-00F0XblknTKfzrW8jfkW8WVeftjeHY33MD6ieTjV-a4FMvA==,Kab. Kepulauan Mentawai,Prov. Sumatera Barat,Baik,,Aktif,STT Kasih Mentawai,Agama,1,
322G0fXd3SE43VTt_bSmcgw38zqgdowlqYyBq95uH9P5_M-VS1bATDzjJalEPMEcAYC2_w==,Kota Kendari,Prov. Sulawesi Tenggara,Baik,POLITEKNIK INDOTEC,Aktif,Politeknik Indotec Kendari,Swasta,3,2.400.000 - 2.400.000
zWv9y0D6JgdYno5iqqFYst-FNoSlcVWnmPAQ8QsdZ0AtG4H4NO3zH4iM_dOGUIluUlI1yA==,Kab. Gresik,Prov. Jawa Timur,Baik,STEI KANJENG SEPUH,Aktif,Sekolah Tinggi Ekonomi Islam Kanjeng Sepuh Gresik Jawa Timur ,Agama,2,
kZf-IvwmC8nmlTBf1XtUND3f3grm0SxUFr4lv3_hruJpSJGu5le_SQXdQlp9FrnbbSy4rw==,Kota Kupang,Prov. Nusa Tenggara Timur,Baik,UNADRI,Aktif,Universitas Aryasatya Deo Muri,Swasta,11,3.000.000 - 3.000.000
rJvBotE1nhekW1l_QKqHXTZDwc7a691peVhy7d9jd-1sRrf9o33leYhucMRMvLVaq-73gw==,Kota Semarang,Prov. Jawa Tengah,Baik Sekali,Universitas AKI,Aktif,Universitas Aki,Swasta,9,4.000.000 - 4.770.000
49aO8CUWnzxjNMBtCEqeYf_EdrjQ6Q23_4NCvLpmWwlg5yWPwwMdGTpvhQy9xcwaUnSFig==,Kab. Luwu,Prov. Sulawesi Selatan,,,Pembinaan,Akademi Kebidanan Graha Rabita Anugerah,Swasta,1,
3QICoMHrief6_V0tIyE_QQOizRw4qcxj8WGDLwzT-SbL5rBO_nZo3uiIFWvDYRc818rOHg==,Kab. Lamongan,Prov. Jawa Timur,,AKPERLA,Aktif,Akademi Keperawatan Pemkab Lamongan,Kedinasan,1,
HNb0CClqAdVYYSPETTsDMJWc8TCuJ0I1owKLFmC1OSLEMa9Ousxh2ETD6nqm7BD9PeH91Q==,Kota Lubuk Linggau,Prov. Sumatera Selatan,Baik,,Aktif,Institut Agama Islam (IAI) Al-Azhaar Lubuklinggau,Agama,11,350.000 - 3.500.000
nG1OlYWLB29j8diM25rpvlXKLylQkURxDAAoFjeP0K52R4JAmCbAqg4NMAnXOTyiHQLnaQ==,Kota Banda Aceh,Prov. Aceh,,AKFAR YPPM MANDIRI,Aktif,Akademi Farmasi YPPM Mandiri,Swasta,1,2.400.000 - 2.500.000
o4td7QvnC_F7Q0CrPSdJKRraE4ascFzIbc_QAEN3omle3hDPDb-Ll1VGFRBxSLu84fhk0g==,Kab. Sleman,Prov. D.I. Yogyakarta,Unggul,UNY,Aktif,Universitas Negeri Yogyakarta,Negeri,186,1 - 30
w_tn2NqEMtXbpi-iirC-e1ROYUo8G7V8cwKcZ1UAInYsl0PM0aqLQgu3aOJFxWNOqgSt0Q==,Kota Palembang,Prov. Sumatera Selatan,,AKMAR BINA BAHARI PA,Aktif,Akademi Maritim Bina Bahari,Swasta,1,3.000.000 - 3.000.000
QQS47MjHIrPCL4_igEPt0JWTvWkKnARJElbseggPxADI6Fcn1hMZHqNxrATp2J_nEQf8nQ==,Tidak Diisi,Prov. Jawa Timur,Baik,STT Adhi Wacana,Aktif,Sekolah Tinggi Teologi Adhi Wacana Surabaya,Agama,1,
qS1OKL3xOHLQ2HDmYMMtbsv7OnndfRtzxJ7lS471gPtOj9pOGRULveMt8nrZyqdMTZV1jQ==,Kota Bandung,Prov. Jawa Barat,,,Alih Kelola,Sekolah Tinggi Teknologi YBS Internasional,Swasta,2,
Kv5xR3tiZWQp6sH3_ghm0OsVXQhapM89nSffaXwJY5PcpRsBO6QfY_0RB_tOJsKrArs4eA==,Kota Makassar,Prov. Sulawesi Selatan,,UKDM,Tutup,Universitas Karya Dharma Makassar,Swasta,13,
MwP3pcG3u7_RctDJpzHnXrs29a7unY9WVquQKU3WKmcia50yyzkwwR-OxejkZtSfjvYvuQ==,Kab. Semarang,Prov. Jawa Tengah,B,UNDARIS,Aktif,Universitas Darul Ulum Islamic Centre Sudirman,Swasta,8,50.000 - 7.525.000
HVG3gh9qb37zf3hcD6qGBSXuk3Qr9M3BnWblfUEjTQJQyeu7wNrN-tn97ocT1-2X45-MAw==,Kota Banda Aceh,Prov. Aceh,,AM-AD,Aktif,Akademi Maritim Aceh Darussalam,Swasta,1,
-nzL0pcL4ySU8tlJBW5gOmzjBg00LdLB77hXBEuVYvs96Ppixxgi5z9herj7YTMXq_3clw==,Kota Langsa,Prov. Aceh,Baik Sekali,UNSAM,Aktif,Universitas Samudra,Negeri,36,500.000 - 2.400.000
hWXjUE_hJfYp1tWctXtGt5rjS7qWouFsmIrIlIu2O2OlLWE5gI4nCHrjKiRChDCTXMhXgA==,Kota Depok,Prov. Jawa Barat,,POLTEKIM,Aktif,Politeknik Imigrasi,Kedinasan,4,
nl7fzBsep3jMHTkIzFHZUcqJGIQ11vpDMm6Q94JgLdDkh-fW51eyKMvY54JG9uV2S2d8sA==,Kota Pontianak,Prov. Kalimantan Barat,,STT Pontianak,Aktif,Sekolah Tinggi Teologi Pontianak,Agama,5,8.500.000 - 8.500.000
-vYsxTaT5vB9xSLGuoRnMZ4SzidOI8HS0f8AZ4AIiwuhA7gMyWsngRtiAqeXtiijpPRF3g==,Kab. Pelalawan,Prov. Riau,,,Alih Bentuk,Institut Agama Islam Pelalawan Riau,Agama,6,
wxLCMJRFPSL-JaQmJmy6kzu3aIzUbYe8dLjJMSFEdmt8ylwdX3Isg3NqGW5wD7nLTrOVsw==,Kab. Bone,Prov. Sulawesi Selatan,,UNCAPI,Aktif,Universitas Cahaya Prima,Swasta,9,
5-uyiB-U_CLauwuIDVkbNfPDrOn0k7tZT_MgWWodDyEUjomA318V8jDvlwfN3CjRbDvMtA==,Kota Makassar,Prov. Sulawesi Selatan,,Nitro,Alih Bentuk,Sekolah Tinggi Ilmu Manajemen Nitro Makassar,Swasta,3,
uhR5hY3RR1e4dK871EjFZY0uTWBaHGjHyyJql1CEOp8F6GEgYFHlPrkAXNaqP3-HjsNfbg==,Kab. Tulungagung,Prov. Jawa Timur,Baik,ITBKES MUTU,Aktif,Institut Teknologi Bisnis dan Kesehatan Muhammadiyah Tulungagung,Swasta,4,
q-evZsvGKZFwuBoqFxdpn4rn0dKwIAND4pQB_X3Lyssmx_oBKEH9MiHbF0R_vaSxnx3IpQ==,Kota Jakarta Selatan,Prov. D.K.I. Jakarta,Baik Sekali,STIEMJ,Alih Bentuk,Sekolah Tinggi Ilmu Ekonomi Muhammadiyah Jakarta,Swasta,4,
cqZ6uLtkjVDhIlbhO1UGWo0eXZ5baaGCVoqybTl2VWvIvsbmCyIeXlfMmtKGMEGbc5c3UA==,Kota Padang,Prov. Sumatera Barat,Baik,AKPER KESDAM I/BB PA,Aktif,Akademi Keperawatan Kesdam I/Bukit Barisan Padang,Swasta,1,2.400.000 - 2.400.000
qOuPumpcBvneqmKZWpIpDv_UeaAJ--_KlFH2t8bds8iOazt75KFkK3slUw2OEf6bYJF1NA==,Kota Cilegon,Prov. Banten,C,STIKOM Al-Khairiyah,Alih Bentuk,Sekolah Tinggi Ilmu Komputer Al-khairiyah,Swasta,2,
sSW3A9oDljJOeR7188Mqf22t5GQJgz306ZEORza6oUQ-0e5dlr6upmSpUY4rFy84lmsDlQ==,Kota Kendari,Prov. Sulawesi Tenggara,Baik,ITK Avicenna,Aktif,Institut Teknologi dan Kesehatan Avicenna,Swasta,10,2.000.000 - 25.000.000
jhTMT4ERCVS_bKUMCp3sSxGmtonQ5iJEKfdJqNra_xKoRBEMXj6ZiqIE3mcrIkBUA0vn3Q==,Kab. Ponorogo,Prov. Jawa Timur,B,,Aktif,Institut Agama Islam Negeri Ponorogo,Agama,28,
arQbFNwyDU0U7WelIvoqmOLUCUft7k1D_pJwD01QDxAzRn1fTlt1rU3eWXfS-oTPUptAxA==,Kab. Bogor,Prov. Jawa Barat,,,Aktif,Sekolah Tinggi Kepemerintahan dan Kebijakan Publik,Swasta,1,
cAiYn4HFrbLdW68-fo5RoQTsix3Ja4-sgwgy8EchmE-sayiOjuPPnisTc1k3TGiviS1UaA==,Kab. Banggai,Prov. Sulawesi Tengah,Baik,AMIK NURMAL,Aktif,AMIK Luwuk Banggai,Swasta,2,1.500.000 - 1.500.000
d5l4z3moGuMHQ9uZeM8t4QihiegGQ9yTK-LoGYeZrPkwTtGyw-c5EtO61UGOjcy1pzAW3A==,Kota Kediri,Prov. Jawa Timur,,,Aktif,STMIK Cahaya Surya,Swasta,1,
Hgo1dI-RfuBBuxYu4Naa--o8bDwF5RmpohzJRuZwiMeQPnSj6zVWI4E9y1QnwGfghJiJOw==,Kota Jakarta Timur,Prov. D.K.I. Jakarta,,Akademi Kebidanan Ja,Alih Bentuk,Akademi Kebidanan Jayakarta Sehat,Swasta,1,
xpATEBe9EDy8A_TKDAxEBlW0Po35VWIsyxg4Zvfk_agPVxdZ_SClj5j_cyG3o0m2QKryAQ==,Kab. Bengkayang,Prov. Kalimantan Barat,,AKMEN-BS Bengkayang,Aktif,Akademi Manajemen Bumi Sebalo Bengkayang,Swasta,1,2.400.000 - 2.400.000
KORtd43zcvbf2iA5wOtK7WeqUDZFOcTYKa0l4BvEzV7J4MYmvOT9U6hSjMEnvdnL5RSGlQ==,Kab. Cilacap,Prov. Jawa Tengah,Baik,UNUGHA,Aktif,Universitas Nahdlatul Ulama Al Ghazali Cilacap,Swasta,17,75.000 - 14.940.000
-s0ifVKIZKD2qmjq9wfs3P3x1LEClHwNch5MCTS8LK1WMeU3j1m_tV42ZDgVSAwEf843uQ==,Kab. Sleman,Prov. D.I. Yogyakarta,Baik,INTAN,Aktif,Institut Pertanian (Intan) Yogyakarta,Swasta,3,575.000 - 3.230.000
hhoSqHJkKQ6HDWFFZ8jEQCf8e2AaAWfRrwHZGZlynXAJ-fs2hruO-o8qJQWwRTMUYA7maA==,Kab. Tana Toraja,Prov. Sulawesi Selatan,Baik,AKBID Sinar Kasih ,Alih Bentuk,Akademi Kebidanan Sinar Kasih Toraja,Swasta,1,
_wU7aaTpvHul_HIMm7sljuOYJ9gXYJv4SpQGQCovwi5cPqZBXaFXu-ZlONkNpVvtIU9HIg==,Kota Bandung,Prov. Jawa Barat,Baik,STMIK JABAR,Aktif,STMIK Jabar,Swasta,6,
2ylkg2QrUP_X46eGwDU92tRvcQUgHIOEptKUtq7ttaJ4awxri0VOBMVcht5mO8uYIVqfqw==,Kab. Tangerang,Prov. Banten,,,Aktif,Monash University Indonesia,Swasta,16,
wah35rNOnLHibb0z-QzUfu3LRvmitVft_Y8qLpAVPXj3FKwP-YmfgiXRSJ9wTlV9xxtiUw==,Kab. Soppeng,Prov. Sulawesi Selatan,B,UNIPOL,Aktif,Universitas Lamappapoleonro,Swasta,7,2.000.000 - 5.500.000
OOvj8axUVcB9zWLqdvlnHxRpgB0B4FMgIjufcQ6c0iNHvJCPNvfVQFhHjwkAaJNo9PE_iA==,Kab. Indramayu,Prov. Jawa Barat,Baik,STIT AL-AMIN,Aktif,STIT Al-Amin Indramayu,Agama,4,
JdyHybB0iemLSXgEH4MGr8IIUsBIg6zgUFj53vVPHYIfY5DoZoSvVIhcAcMP805r3l99fQ==,Kota Batam,Prov. Kepulauan Riau,Baik,STIE GALILEO ,Aktif,Sekolah Tinggi Ilmu Ekonomi Galileo,Swasta,2,2.400.000 - 6.080.000
Mo4QPBhHm_ycAECB62cJMqhHCXZIwB0KCxKuoJctac2j8qtBdcxdpKHuXJ0I-ovZWRcu1A==,Kota Bukittinggi,Prov. Sumatera Barat,B,UPNB,Aktif,Universitas Prima Nusantara Bukittinggi,Swasta,17,4.785.000 - 12.500.000
SGWeXua637nJ83UM3itV1p4P0gYxgaPACor7-i9-IkdGbx85CzJB8UIrLKOU30cdJRbvJQ==,Kota Cilegon,Prov. Banten,Baik,UMW,Aktif,Universitas Mangku Wiyata,Swasta,7,255.000 - 5.550.000
7_QANgPWzt4yNsCv-CWJVSriG5qAJ0Wu8-hTaIEzMGOduj7e-UbWRv6tq5QKgI9qakLF_A==,Kota Pekanbaru,Prov. Riau,Baik,STIE MAHAPUTRA RIAU,Aktif,STIE Mahaputra Riau,Swasta,3,
Ww__-X0z-SrmdSULqbCxPAnGlwD4OHGnJ55Ijid-rjYMsQoZ8DscE8GNNLZdZntdEmlTZA==,Kota Padang,Prov. Sumatera Barat,,,Tutup,Sekolah Tinggi Ilmu Hukum Padang,Swasta,1,
JVazl6Qa-aM6aaJNEaOTWF2_TbLspgbkhjaOi47OHqqOvHBj-fq88ExmSJFshM1lby1A3g==,Kota Surakarta,Prov. Jawa Tengah,Baik,UKTS,Aktif,Universitas Kristen Teknologi Solo,Swasta,7,3.770.000 - 4.260.000
KBBHP1M8_MF5QlK_eBmGbBvUW0fuZ1XyiC4Zs2pg_KHkk97ARtTQ4_xd2bRFvehOR9bCkQ==,Kab. Aceh Besar,Prov. Aceh,B,PolkesAceh,Aktif,Poltekkes Kemenkes Aceh,Kedinasan,22,300.000 - 3.300.000
Pg6gUoQtluG5dz10KITNrij6OqBUZdZszNfp5yt3hahLuDKdNRiA3uzE-eEvRjrEnuXf5w==,Kota Palembang,Prov. Sumatera Selatan,B,Unanti,Aktif,Universitas Tridinanti,Swasta,18,
n41xnEyVPpDG5gQt7ItRILlASjNDQ2WP2JPKWuQLQiWih38SQlzxF6Ta1bGZmkxNe5J0sA==,Kota Palopo,Prov. Sulawesi Selatan,,STIKES KAMI,Aktif,Sekolah Tinggi Ilmu Kesehatan Kamus Arunika,Swasta,3,1.200.000 - 1.200.000
P-licnB7QYt4FPteqsbRzsxOWAL9O2yUBkSM0_RFIwmdBQwuH9YZGDyCJFuAL98OJvVzkA==,Kab. Sampang,Prov. Jawa Timur,C,STAI NATA Sampang,Alih Bentuk,STAI Nazhatut Thullab Sampang Madura,Agama,7,
kj0uDxgywjrl1XDwmGW6UsP01O1fnZQovyhsKNc5olmQRIZRRCUz04rauwavIfjuJb3Jsw==,Kota Padang,Prov. Sumatera Barat,,UMCB,Aktif,Universitas Mercubaktijaya,Swasta,10,3.500.000 - 7.000.000
vIl_sJ2p4JkWnWv8UEWdPWrh8-NbNcBWvJOs32KcgGMeLRCKkktLPrRXlh1cyjVEnMFDkw==,Kota Bandar Lampung,Prov. Lampung,,ATRO PATRIOT BANGSA,Alih Bentuk,AKTEK Radiodiagnostik & Radioterapi Patriot Bangsa,Swasta,1,
LRSdULjiJnNIgJAsY1fOdMnbfTwUYX253pVO4wdH7WbhG7A-XP8T4bMGmfvrd13MwYno_w==,Kota Jakarta Pusat,Prov. D.K.I. Jakarta,,,Alih Bentuk,Sekolah Tinggi Manajemen Industri,Kedinasan,4,
Q5vIVWvf6XHW_nBs-R8ru1XONYVJYCc5azG6mjMzEUEbYnEGGAssTrBrYQ41DBEZGet5cg==,Kota Padang,Prov. Sumatera Barat,,,Tutup,Akademi Koperasi Sumbar,Swasta,4,
H6FZXgNmwRs20Q5nOe9rAUKoZRJYsvvaKZjfLW73uyJzbgWj6Ly5k6mxoiV31hZsYK1L-w==,Kota Lhokseumawe,Prov. Aceh,,,Tutup,Akademi Keuangan Perbankan Nasional,Swasta,1,
l9FV6cwddJvmYwH_YyEhTDcjTdG0sJZ2CjXyj60nB_nndm9TeFZDzsmUBvT8_tzNSXFkKQ==,Kab. Karang Asem,Prov. Bali,Baik,,Aktif,STKIP Agama Hindu Amlapura,Swasta,4,150.000 - 10.500.000
M_IcNnTqlRSLWkOl8r-PvImw6MWcTpj8NRvLtiFRbHfrfpb7oHB4_vII-KX2WR9-wDZXBg==,Kota Cirebon,Prov. Jawa Barat,Baik Sekali,,Aktif,Institut Teknologi dan Kesehatan Mahardika,Swasta,6,7.000.000 - 10.000.000
W26Mxt1CSrl7y_Q4VhIYVzDVjMFgVHR8pqIbqKqVZhzwCT6-ktEbzLCkiNx9RNbkxc4XjA==,Kota Bukittinggi,Prov. Sumatera Barat,Baik,AKPAR PARAMITHA BKT,Aktif,Akademi Pariwisata Paramitha Bukittinggi,Swasta,1,2.800.000 - 2.800.000
x-0IkQAalFuQ70z3DMknILcWcvae-BXQCoSkVoqbFawuR1p2ok2Czl9r5H_z5nSn-9OJFw==,Kab. Kepulauan Meranti,Prov. Riau,,ITS MERANTI,Aktif,Institut Teknologi dan Sains Meranti,Swasta,3,
-DEvx5-BFuhJNDKGe99U6jtcvCQOaKH8p6tVoCTXpvpceRoO2gFQyPJdslr7BVbzDVNkuA==,Kab. Bandung,Prov. Jawa Barat,,,Alih Bentuk,Sekolah Tinggi Ilmu Perbankan Syariah Al-Ma'soem Bandung ,Agama,3,
njzhiBMM-_YhkG7NwS1Cp7CKap_Ldzmozg-A0LqSO2jMJfdrbR4CzEtiordtEeWMviuJCw==,Kota Jakarta Timur,Prov. D.K.I. Jakarta,,,Tutup,STMIK Bina Mulya,Swasta,4,
fQPV5zxyONbON3At7uIBsyQFf50Yx52VSZoCqrUF2IPihBoZBVL132-ZPRxvee6aBDwL1g==,Kab. Kolaka,Prov. Sulawesi Tenggara,,,Aktif,AMIK Mikenium Kolaka,Swasta,2,
Ob4sKsyVgJNSgBEd_QhBjOlawF3uVujLQBRYl10JtMRDfoCX_Jkdpi5oA-983tQ2lnOBOA==,Kab. Bogor,Prov. Jawa Barat,,PDBI,Aktif,Politeknik Digital Boash Indonesia,Swasta,12,25.000 - 4.025.000
IUFxBulzKKZwfPCBV1HOMWUmDVmUzXv2xCEq4NBTSeECdEmXBh0WW91jGd8qmSN7_M6uXw==,Kota Makassar,Prov. Sulawesi Selatan,Baik,ITEKES TTN,Aktif,Institut Teknologi dan Kesehatan Tri Tunas Nasional,Swasta,3,3.250.000 - 3.250.000
9n8coN0CreADs0YHUA-AgRyg8GJ--mGruGXcukrAFDKpjGgzk16M5WJ93bcwEgea4xNboQ==,Kota Tarakan,Prov. Kalimantan Timur,,INSTEKMU TARAKAN,Aktif,Institut Sains dan Teknologi Muhammadiyah Tarakan,Swasta,5,
JNNcpmHaSVeg31MHI8B0JoS-e5BpL6tMv31iLpqMZ6A-HMm9g0kWXTJw-Xma-wHysys_eA==,Kab. Lampung Barat,Prov. Lampung,,STEBI Liwa,Aktif,Sekolah Tinggi Ekonomi Bisnis Islam Liwa,Agama,3,3.000.000 - 3.000.000
yMyOIBgQAqtJR8XWxk53mUqs2hwmr8QaUNSLDuF__hVVOj9qBUiM9NfknvtIR0xjLOVrZw==,Kota Bandung,Prov. Jawa Barat,Baik Sekali,POLMAN BANDUNG,Aktif,Politeknik Manufaktur Bandung,Negeri,23,800.000 - 9.000.000
Yc9mBhvoGHd3FwwRuQzNNBlG7b5wkzW7OWXXD8-g_pYuqjEegWSlwioA08OpnTMkXcOmEQ==,Kota Surabaya,Prov. Jawa Timur,B,ISTTS,Aktif,Institut Sains dan Teknologi Terpadu Surabaya,Swasta,8,
SSsqtEhcXqVRCuGRVddKC3cXAOiSFP5vOnvtt-DMfWDcBzBP540KSAA2gGidIujKRWIgBA==,Kab. Muna,Prov. Sulawesi Tenggara,Baik,STIP Wuna,Aktif,Sekolah Tinggi Ilmu Pertanian Wuna Raha,Swasta,4,
VoxHCrl5u85ZT3GMLazSaPYnsqEWgtyLFAYWsjbuXlIAP2Dtdskfyj_xJBDW07y4nUEEmg==,Kab. Kolaka,Prov. Sulawesi Tenggara,,TekNas,Aktif,Politeknik Teknokrat Internasional Kolaka ,Swasta,3,2.400.000 - 2.400.000
Pz9z_1-uR_-2-Prxf__zf5uc367cgFr7uWQVEpL3_DsdUjJ3MhS9H8nSwmVCrMlAWSmsIQ==,Kab. Asahan,Prov. Sumatera Utara,Baik,Akper Yagma Kisaran,Aktif,AKPER Gita Matura Abadi Kisaran,Swasta,1,
